Date-Time,NO2
2015-12-18,86.08333333333333
2015-12-19,103.29166666666667
2015-12-20,124.91666666666667
2015-12-21,123.41666666666667
2015-12-22,124.04166666666667
2015-12-23,114.33333333333333
2015-12-24,74.29166666666667
2015-12-25,173.0
2015-12-26,122.54166666666667
2015-12-27,65.70833333333333
2015-12-28,91.375
2015-12-29,122.33333333333333
2015-12-30,59.791666666666664
2015-12-31,82.33333333333333
2016-01-01,122.625
2016-01-02,143.875
2016-01-03,106.16666666666667
2016-01-04,40.875
2016-01-05,46.666666666666664
2016-01-06,43.916666666666664
2016-01-07,28.041666666666668
2016-01-08,45.291666666666664
2016-01-09,85.70833333333333
2016-01-10,66.91666666666667
2016-01-11,26.041666666666668
2016-01-12,30.083333333333332
2016-01-13,53.458333333333336
2016-01-14,84.33333333333333
2016-01-15,98.95833333333333
2016-01-16,83.91666666666667
2016-01-17,34.625
2016-01-18,17.833333333333332
2016-01-19,72.25
2016-01-20,92.875
2016-01-21,78.83333333333333
2016-01-22,19.625
2016-01-23,13.395833333333334
2016-01-24,25.208333333333332
2016-01-25,16.875
2016-01-26,8.958333333333334
2016-01-27,38.32333333333333
2016-01-28,70.55166666666666
2016-01-29,57.125
2016-01-30,54.625
2016-01-31,20.75
2016-02-01,29.291666666666668
2016-02-02,47.333333333333336
2016-02-03,56.041666666666664
2016-02-04,18.291666666666668
2016-02-05,13.5
2016-02-06,27.125
2016-02-07,36.666666666666664
2016-02-08,41.125
2016-02-09,39.833333333333336
2016-02-10,72.16666666666667
2016-02-11,66.41666666666667
2016-02-12,48.291666666666664
2016-02-13,8.791666666666666
2016-02-14,6.833333333333333
2016-02-15,10.333333333333334
2016-02-16,13.5
2016-02-17,49.0
2016-02-18,23.125
2016-02-19,24.166666666666668
2016-02-20,19.104166666666668
2016-02-21,56.416666666666664
2016-02-22,42.791666666666664
2016-02-23,15.541666666666666
2016-02-24,36.166666666666664
2016-02-25,36.5
2016-02-26,33.166666666666664
2016-02-27,27.166666666666668
2016-02-28,31.041666666666668
2016-02-29,36.583333333333336
